exam_name,centre_name,dms_code,exam_date
IBIS DIP,LUDHIANA - NR2-PB-4515-NSEIT LIMITED - LUDHIANA,NR2-PB-4515,1/19/2025
IBIS DIP,VADODARA - WST-GJ-2580-NSEIT LIMITED - BARODA,WST-GJ-2580,1/19/2025
IBIS BCBF DRA,KOLKATA - EST-WB-1449-MBC BEHALA COLLEGE,EST-WB-1449,2/1/2025
IBIS BCBF DRA,BALLARI - STH-KA-5799-SPGU EDUCATION SOCIETY ITI,STH-KA-5799,2/1/2025
IBIS BCBF DRA,CHENNAI - STH-TN-5139-PRAGYA TECHNOLOGIES,STH-TN-5139,2/1/2025
IBIS BCBF DRA,HYDERABAD - STH-TS-5315-SEZ TECHNOLOGIES AND SOLUTIONS,STH-TS-5315,2/1/2025
NIA,DELHI - NR2-DL-4526-NSEIT LIMITED - DELHI,NR2-DL-4526,2/1/2025
NIA,CHENNAI - STH-TN-5856-NSEIT LIMITED - CHENNAI,STH-TN-5856,2/1/2025
NIA,HYDERABAD - STH-TS-5719-NSEIT LIMITED - HYDERABAD,STH-TS-5719,2/1/2025
NIA,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI,WST-MH-2684,2/1/2025
NIA,PUNE - WST-MH-2685-NSEIT LIMITED - PUNE,WST-MH-2685,2/1/2025
MUDRA,CHENNAI - STH-TN-5856-NSEIT LIMITED - CHENNAI,STH-TN-5856,2/3/2025
MUDRA,HYDERABAD - STH-TS-5719-NSEIT LIMITED - HYDERABAD - 1,STH-TS-5719,2/3/2025
MUDRA,MUMBAI - WST-MH-2455-SHAILENDRA EDUCATION SOCIETY,WST-MH-2455,2/3/2025
MUDRA,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI,WST-MH-2684,2/3/2025
MUDRA,MUMBAI - WST-MH-2726-HI-TECH LIBRARY,WST-MH-2726,2/3/2025
SHIKHAR CITS RPL,BHUBANESHWAR - EST-OR-1466-NSEIT LIMITED - BHUBANESHWAR,EST-OR-1466,2/9/2025
SHIKHAR CITS RPL,HISAR - NR2-HR-4107-VARTMAAN ONLINE SERVICES,NR2-HR-4107,2/9/2025
SHIKHAR CITS RPL,BHATINDA - NR2-PB-4523-SSD GIRLS COLLEGE,NR2-PB-4523,2/9/2025
SHIKHAR CITS RPL,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI-ANDHERI,WST-MH-2684,2/9/2025
SHIKHAR CITS RPL,SEONI - WST-MP-2587-NSEIT LIMITED - SEONI,WST-MP-2587,2/9/2025
MUDRA,DELHI NEW DELHI - NR2-DL-4526-NSEIT LIMITED - NEW DELHI,NR2-DL-4526,2/14/2025
MUDRA,BANGALORE - STH-KA-5817-NSEIT LIMITED - BANGALORE,STH-KA-5817,2/14/2025
MUDRA,CHENNAI - STH-TN-5856-NSEIT LIMITED - CHENNAI,STH-TN-5856,2/14/2025
MUDRA,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI,WST-MH-2684,2/14/2025
NIA,DELHI - NR2-DL-4526-NSEIT LIMITED - DELHI,NR2-DL-4526,2/15/2025
NIA,HYDERABAD - STH-TS-5719-NSEIT LIMITED - HYDERABAD,STH-TS-5719,2/15/2025
NIA,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI,WST-MH-2684,2/15/2025
NIA,PUNE - WST-MH-2685-NSEIT LIMITED - PUNE,WST-MH-2685,2/15/2025
MUDRA,BANGALORE - STH-KA-5035-E PAREEKSHA,STH-KA-5035,2/21/2025
MUDRA,THRISSUR - STH-KL-5743-NSEIT LIMITED - THRISSUR - 1,STH-KL-5743,2/21/2025
MUDRA,CHENNAI - STH-TN-5856-NSEIT LIMITED - CHENNAI,STH-TN-5856,2/21/2025
MUDRA,MUMBAI - WST-MH-2726-HI-TECH LIBRARY,WST-MH-2726,2/21/2025
MUDRA AICITSS,BHUBANESWAR - EST-OR-1093-RADHA RAMAN ASSESSMENT SERVICES PRIVATE LIMITED,EST-OR-1093,2/22/2025
MUDRA AICITSS,KOTTAYAM - STH-KL-5899-ACAMARJYOTHI ACADEMY - KOTTAYAM,STH-KL-5899,2/22/2025
MUDRA AICITSS,CHENNAI - STH-TN-5702-MBC ONLINE CENTER,STH-TN-5702,2/22/2025
MUDRA AICITSS,CHENNAI - STH-TN-5975-DON BOSCO ARTS AND SCIENCE COLLEGE,STH-TN-5975,2/22/2025
MUDRA AICITSS,INDORE - WST-MP-2132-MASIHI KANYA VIDHYALAY,WST-MP-2132,2/22/2025
MUDRA,KOLKATA - EST-WB-1445-NSEIT LIMITED - KOLKATA,EST-WB-1445,2/28/2025
MUDRA,DELHI NEW DELHI - NR2-DL-4526-NSEIT LIMITED - NEW DELHI,NR2-DL-4526,2/28/2025
MUDRA,CHENNAI - STH-TN-5856-NSEIT LIMITED - CHENNAI,STH-TN-5856,2/28/2025
MUDRA,HYDERABAD - STH-TS-5719-NSEIT LIMITED - HYDERABAD - 1,STH-TS-5719,2/28/2025
MUDRA,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI,WST-MH-2684,2/28/2025
IBIS BCBF DRA,SAMBALPUR - EST-OR-1081-I-TECH,EST-OR-1081,3/1/2025
IBIS BCBF DRA,BHUBANESHWAR - EST-OR-1110-SSB EDUTECH,EST-OR-1110,3/1/2025
IBIS BCBF DRA,KOLKATA - EST-WB-1370-CONSOLE MANAGEMENT CONSULTANTS PVT. LTD.,EST-WB-1370,3/1/2025
IBIS BCBF DRA,PUNE - WST-MH-1655-SKILL HUB INSTITUTE,WST-MH-1655,3/1/2025
IBIS BCBF DRA,MUMBAI - WST-MH-2726-HI-TECH LIBRARY,WST-MH-2726,3/1/2025
NIA,DELHI - NR2-DL-4526-NSEIT LIMITED - DELHI,NR2-DL-4526,3/1/2025
NIA,BANGALORE - STH-KA-5817-NSEIT LIMITED - BANGALORE,STH-KA-5817,3/1/2025
NIA,CHENNAI - STH-TN-5856-NSEIT LIMITED - CHENNAI,STH-TN-5856,3/1/2025
NIA,HYDERABAD - STH-TS-5719-NSEIT LIMITED - HYDERABAD,STH-TS-5719,3/1/2025
NIA,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI,WST-MH-2684,3/1/2025
CAUVERY,CHENNAI - STH-TN-1700-MAHALAKSHMI TECH CAMPUS,STH-TN-1700,3/2/2025
CAUVERY,CHENNAI - STH-TN-1701-PRINCE SHRI VENKATESHWARA PADMAVATHY ENGINEERING COLLEGE,STH-TN-1701,3/2/2025
CAUVERY,CHENNAI - STH-TN-5369-RAJALAKSHMI ENGINEERING COLLEGE_1,STH-TN-5369,3/2/2025
CAUVERY,CHENNAI - STH-TN-5369-RAJALAKSHMI ENGINEERING COLLEGE - 1,STH-TN-5369,3/2/2025
CAUVERY,CHENNAI - STH-TN-5818-S A ARTS AND SCIENCE COLLEGE,STH-TN-5818,3/2/2025
CAUVERY,CHENNAI - STH-TN-5975-DON BOSCO SIGA COMPLEX,STH-TN-5975,3/2/2025
NARMADA CSIR & UGC,PATNA - NR1-BR-3716-JSCA INFOTECH,NR1-BR-3716,3/2/2025
NARMADA CSIR & UGC,PRAYAGRAJ - NR1-UP-1657-STAR EXAM ZONE,NR1-UP-1657,3/2/2025
NARMADA CSIR & UGC,VARANASI - NR1-UP-3198-DROTCA-DHANNU RAM ONLINE TEST AND COMPUTER APPLICATION PVT LTD,NR1-UP-3198,3/2/2025
NARMADA CSIR & UGC,HYDERABAD - STH-TS-5306-CIOS DIGITALS PRIVATE LIMITED,STH-TS-5306,3/2/2025
NARMADA CSIR & UGC,RAIPUR - WST-CG-1638-KRISHNAS VIKASH INSTITUTE OF TECHNOLOGY-RAIPUR,WST-CG-1638,3/2/2025
MUDRA,DELHI NEW DELHI - NR2-DL-4526-NSEIT LIMITED - NEW DELHI,NR2-DL-4526,3/7/2025
MUDRA,NOIDA - NR2-UP-3613-NSEIT LIMITED - NOIDA,NR2-UP-3613,3/7/2025
MUDRA,CHENNAI - STH-TN-5856-NSEIT LIMITED - CHENNAI,STH-TN-5856,3/7/2025
MUDRA,COIMBATORE - STH-TN-5861-NSEIT LIMITED - COIMBATORE - 1,STH-TN-5861,3/7/2025
MUDRA,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI,WST-MH-2684,3/7/2025
MUDRA,NAGAUR - NR2-RJ-4567-NSEIT LIMITED - NAGAUR,NR2-RJ-4567,3/8/2025
MUDRA,BANGALORE - STH-KA-5035-E PAREEKSHA,STH-KA-5035,3/8/2025
MUDRA,KOZHIKODE - STH-KL-5745-NSEIT LIMITED - KOZHIKODE,STH-KL-5745,3/8/2025
MUDRA,HYDERABAD - STH-TS-5719-NSEIT LIMITED - HYDERABAD - 1,STH-TS-5719,3/8/2025
MUDRA,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI,WST-MH-2684,3/8/2025
SHIKHAR ATS,JAMSHEDPUR - EST-JH-1046-NATIONAL INSTITUTE OF EXCELLENCE,EST-JH-1046,3/27/2025
SHIKHAR ATS,BHUBANESHWAR - EST-OR-1466-NSEIT LIMITED - BHUBANESHWAR,EST-OR-1466,3/27/2025
SHIKHAR ATS,KHARAGPUR - EST-WB-1443-NSEIT LIMITED - KHARAGPUR,EST-WB-1443,3/27/2025
SHIKHAR ATS,BEGUSARAI - NR1-BR-3213-JAY ONLINE SERVICES,NR1-BR-3213,3/27/2025
SHIKHAR ATS,BARODA - WST-GJ-2575-BINARY BIT TECHNOLOGY,WST-GJ-2575,3/27/2025
MUDRA AICITSS,BENGALURU - STH-KA-5035-E PAREEKSHA,STH-KA-5035,3/29/2025
MUDRA AICITSS,ERNAKULAM - STH-KL-5064-RAJAGIRI SCHOOL OF ENGINEERING AND TECHNOLOGY,STH-KL-5064,3/29/2025
MUDRA AICITSS,CHENNAI - STH-TN-5139-PRAGYA TECHNOLOGIES,STH-TN-5139,3/29/2025
MUDRA AICITSS,CHENNAI - STH-TN-5702-MBC ONLINE CENTER,STH-TN-5702,3/29/2025
MUDRA AICITSS,RAIPUR - WST-CG-2026-TECHSOLVE DESIGNING AND GRAFIX SOLUTION,WST-CG-2026,3/29/2025
MUDRA,CHENNAI - STH-TN-5856-NSEIT LIMITED - CHENNAI,STH-TN-5856,3/31/2025
MUDRA,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI,WST-MH-2684,3/31/2025
MUDRA,VASAI - WST-MH-2806-NSEIT LIMITED - VIRAR - 1,WST-MH-2806,3/31/2025
IBIS CA,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION,EST-JH-1177,6/1/2025
IBIS CA,CHANDIGARH - NR2-CH-1489-GSS INTERNATIONAL PUBLIC SCHOOL,NR2-CH-1489,6/1/2025
IBIS CA,HAMIRPUR - NR2-HP-4127-NEW GURUKUL INFOTECH,NR2-HP-4127,6/1/2025
IBIS CA,JAMMU - NR2-JK-4488-DIGITAL COMPUTER EDUCATION,NR2-JK-4488,6/1/2025
IBIS CA,SIKAR - NR2-RJ-1635-JAN SHIKSHAN SANSTHAN,NR2-RJ-1635,6/1/2025
IBIS CA,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL,NR2-RJ-1731,6/1/2025
IBIS CA,JODHPUR - NR2-RJ-4209-SHREE KIRTARAM SHIKSHAN SANTHAN,NR2-RJ-4209,6/1/2025
IBIS CA,MUMBAI - WST-MH-2452-THAKUR POLYTECHNIC-1,WST-MH-2452,6/1/2025
IBIS CA,MUMBAI - WST-MH-2641-VASANTDADA PATIL PRATISHTHANS COLLEGE OF ENGINEERING AND VISUAL ARTS,WST-MH-2641,6/1/2025
MUDRA,KOLKATA - EST-WB-1445-NSEIT LIMITED - KOLKATA,EST-WB-1445,6/1/2025
MUDRA,CHENNAI - STH-TN-5856-NSEIT LIMITED - CHENNAI,STH-TN-5856,6/1/2025
MUDRA,COIMBATORE - STH-TN-5861-NSEIT LIMITED - COIMBATORE - 1,STH-TN-5861,6/1/2025
MUDRA,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI,WST-MH-2684,6/1/2025
MUDRA,VASAI - WST-MH-2806-NSEIT LIMITED - VIRAR - 1,WST-MH-2806,6/1/2025
DAFFODIL,CHANDIGARH - NR2-CH-4693-BALAJI COMPUTERS,NR2-CH-4693,6/3/2025
DAFFODIL,CHANDIGARH - NR2-CH-4695-AXIS NETWORKS,NR2-CH-4695,6/3/2025
DAFFODIL,DELHI NCR - NR2-DL-4685-LAXMI PUBLIC SCHOOL,NR2-DL-4685,6/3/2025
DAFFODIL,DELHI NCR - NR2-DL-4702-DELHI ENGLISH ACADEMY ONLINE EXAM CENTER,NR2-DL-4702,6/3/2025
DAFFODIL,CHANDIGARH - NR2-PB-4504-DASHMESH KHALSA COLLEGE,NR2-PB-4504,6/3/2025
NIA,DELHI - NR2-DL-4526-NSEIT LIMITED - DELHI JHANDEWALAN,NR2-DL-4526,6/7/2025
NIA,BANGALORE - STH-KA-5817-NSEIT LIMITED - BANGALORE,STH-KA-5817,6/7/2025
NIA,CHENNAI - STH-TN-5856-NSEIT LIMITED - CHENNAI,STH-TN-5856,6/7/2025
NIA,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI ANDHERI,WST-MH-2684,6/7/2025
NIA,PUNE - WST-MH-2685-NSEIT LIMITED - PUNE,WST-MH-2685,6/7/2025
CHETTINAD,PATNA - NR1-BR-3746-INFRAZONE SOLUTIONS,NR1-BR-3746,6/8/2025
CHETTINAD,LUCKNOW - NR1-UP-1756-UMA INSTITUTE OF MANAGEMENT OF TECHNOLOGY,NR1-UP-1756,6/8/2025
CHETTINAD,KANPUR - NR1-UP-3299-UNZIP TECHNOLOGY_1,NR1-UP-3299,6/8/2025
CHETTINAD,KANPUR - NR1-UP-3299-UNZIP TECHNOLOGY - 1,NR1-UP-3299,6/8/2025
CHETTINAD,VARANASI - NR1-UP-3735-WEBDIZ INFOTECH PVT.LTD,NR1-UP-3735,6/8/2025
CHETTINAD,DELHI - NR2-DL-4524-HOLY INTERNATIONAL EXAM CENTRE,NR2-DL-4524,6/8/2025
IBIS CA,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION,EST-JH-1177,6/14/2025
IBIS CA,CHANDIGARH - NR2-CH-1489-GSS INTERNATIONAL PUBLIC SCHOOL,NR2-CH-1489,6/14/2025
IBIS CA,HAMIRPUR - NR2-HP-4127-NEW GURUKUL INFOTECH,NR2-HP-4127,6/14/2025
IBIS CA,JAMMU - NR2-JK-4488-DIGITAL COMPUTER EDUCATION,NR2-JK-4488,6/14/2025
IBIS CA,AHMEDABAD - WST-GJ-2541-KAAVYARATNA INFO SERVICES_1,WST-GJ-2541,6/14/2025
IBIS CA,AHMEDABAD - WST-GJ-2541-KAAVYARATNA INFO SERVICES-1,WST-GJ-2541,6/14/2025
IBIS JA,AMRITSAR - NR2-PB-4473-KHALSA COLLEGE OF ENGINEERING AND TECHNOLOGY,NR2-PB-4473,6/14/2025
IBIS JA,JODHPUR - NR2-RJ-4634-MARWAR INSTITUTE,NR2-RJ-4634,6/14/2025
MUDRA,KOLKATA - EST-WB-1430-NXTERA SERVICES PRIVATE LIMITED,EST-WB-1430,6/14/2025
MUDRA,JALANDHAR - NR2-PB-4502-DAV INSTITUTE OF ENGINEERING AND TECHNOLOGY,NR2-PB-4502,6/14/2025
MUDRA,KAKINADA - STH-AP-5696-SOFT TECHNOLOGIES,STH-AP-5696,6/14/2025
MUDRA,HYDERABAD - STH-TS-5727-THE INSTITUTION OF ELECTRONICS AND TELECOMMUNICATION ENGINEERS-IETE,STH-TS-5727,6/14/2025
MUDRA,PUNE - WST-MH-2235-VISHWAKARMA COLLEGE OF ARTS COMMERCE AND SCIENCE-VIIT,WST-MH-2235,6/14/2025
BHARAT,MUZAFFARPUR - NR1-BR-3237-CAREER DIGITAL ZONE PVT LTD,NR1-BR-3237,6/15/2025
BHARAT,PATNA - NR1-BR-3447-TUNISH INFOTECH PVT LTD,NR1-BR-3447,6/15/2025
BHARAT,DELHI - NR2-DL-4484-SANGWAN ACADEMY_1,NR2-DL-4484,6/15/2025
BHARAT,DELHI - NR2-DL-4484-SANGWAN ACADEMY - 1,NR2-DL-4484,6/15/2025
BHARAT,CHANDIGARH - NR2-PB-4505-DELHI WORLD PUBLIC SCHOOL,NR2-PB-4505,6/15/2025
BHARAT,JAIPUR - NR2-RJ-4575-JNM COLLEGE,NR2-RJ-4575,6/15/2025
IBIS JA,RAJOURI - NR2-JK-4353-AL REHBAR INSTITUTE OF IT AND MANAGEMENT,NR2-JK-4353,6/15/2025
IBIS JA,JAMMU - NR2-JK-4699-FASTECH DIGITAL COMPUTER,NR2-JK-4699,6/15/2025
IBIS JA,JODHPUR - NR2-RJ-4634-MARWAR INSTITUTE,NR2-RJ-4634,6/15/2025
SHIKHAR CITS ENTRANCE,KOLKATA - EST-WB-1144-PARC SUDHIR MEMORIAL INSTITUTE,EST-WB-1144,6/15/2025
SHIKHAR CITS ENTRANCE,ALLAHABAD - NR1-UP-1657-STAR EXAM ZONE,NR1-UP-1657,6/15/2025
SHIKHAR CITS ENTRANCE,KANPUR - NR1-UP-3137-RCRD KANYA MAHAVIDYALAYA_2,NR1-UP-3137,6/15/2025
SHIKHAR CITS ENTRANCE,KANPUR - NR1-UP-3137-RCRD KANYA MAHAVIDYALAYA-2,NR1-UP-3137,6/15/2025
SHIKHAR CITS ENTRANCE,DELHI - NR2-DL-4037-KANGTO ASSESSMENT CENTRE,NR2-DL-4037,6/15/2025
SHIKHAR CITS ENTRANCE,JAIPUR - NR2-RJ-4494-MAHATMA GANDHI COLLEGE OF PHARMACEUTICAL SCIENCES,NR2-RJ-4494,6/15/2025
IBIS BCBF DRA,AMRITSAR - NR2-PB-4473-KHALSA COLLEGE OF ENGINEERING AND TECHNOLOGY,NR2-PB-4473,6/21/2025
IBIS BCBF DRA,JALANDHAR - NR2-PB-4502-DAV INSTITUTE OF ENGINEERING AND TECHNOLOGY,NR2-PB-4502,6/21/2025
IBIS BCBF DRA,JODHPUR - NR2-RJ-4209-SHREE KIRTARAM SHIKSHAN SHANSTHAN,NR2-RJ-4209,6/21/2025
IBIS BCBF DRA,KOLLAM - STH-KL-5895-BISHOP JEROME INSTITUTE KOLLAM,STH-KL-5895,6/21/2025
IBIS BCBF DRA,CHENNAI - STH-TN-5139-PRAGYA TECHNOLOGIES,STH-TN-5139,6/21/2025
BHARAT,RANCHI - EST-JH-1760-SKYNEXT ONLINE SOLUTION,EST-JH-1760,6/22/2025
BHARAT,MUZAFFARPUR - NR1-BR-3237-CAREER DIGITAL ZONE PVT LTD,NR1-BR-3237,6/22/2025
BHARAT,PATNA - NR1-BR-3747-RKR SOLUTIONS ONLINE EXAMINATION CENTRE,NR1-BR-3747,6/22/2025
BHARAT,DELHI - NR2-DL-4047-RAPID ONLINE SOLUTIONS_1,NR2-DL-4047,6/22/2025
BHARAT,DELHI - NR2-DL-4047-RAPID ONLINE SOLUTIONS - 1,NR2-DL-4047,6/22/2025
BHARAT,JAIPUR - NR2-RJ-4561-NSEIT LIMITED - JAIPUR,NR2-RJ-4561,6/22/2025
IBIS CA,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION,EST-JH-1177,6/22/2025
IBIS CA,CHANDIGARH - NR2-CH-1489-GSS INTERNATIONAL PUBLIC SCHOOL,NR2-CH-1489,6/22/2025
IBIS CA,HAMIRPUR - NR2-HP-4127-NEW GURUKUL INFOTECH,NR2-HP-4127,6/22/2025
IBIS CA,JAMMU - NR2-JK-4488-DIGITAL COMPUTER EDUCATION,NR2-JK-4488,6/22/2025
IBIS CA,BHATINDA - NR2-PB-4523-SSD GIRLS COLLEGE,NR2-PB-4523,6/22/2025
SHIKHAR ATS,JAMSHEDPUR - EST-JH-1516-NOBEL SPHERE TECHNOLOGIES_1,EST-JH-1516,6/27/2025
SHIKHAR ATS,JAMSHEDPUR - EST-JH-1516-NOBEL SPHERE TECHNOLOGIES_2,EST-JH-1516,6/27/2025
SHIKHAR ATS,JAMSHEDPUR - EST-JH-1516-NOBEL SPHERE TECHNOLOGIES-1,EST-JH-1516,6/27/2025
SHIKHAR ATS,JAMSHEDPUR - EST-JH-1516-NOBEL SPHERE TECHNOLOGIES-2,EST-JH-1516,6/27/2025
SHIKHAR ATS,CUTTACK - EST-OR-1111-KTI FUTURE SOLUTION,EST-OR-1111,6/27/2025
SHIKHAR ATS,WEST DELHI - NR2-DL-4504-MR BHARTI ASSESSMENTS,NR2-DL-4504,6/27/2025
SHIKHAR ATS,THANE - WST-MH-2243-MBC IT PARK THANE,WST-MH-2243,6/27/2025
AICITSS,DELHI - NR2-DL-4504-MR BHARTI ASSESSMENTS,NR2-DL-4504,6/28/2025
AICITSS,GURGAON - NR2-HR-1650-THE TESTHIVE HUB,NR2-HR-1650,6/28/2025
AICITSS,ERNAKULAM - STH-KL-5717-MES AIMAT MARAMPALLY,STH-KL-5717,6/28/2025
AICITSS,CHENNAI - STH-TN-1718-S A COLLEGE OF ARTS AND SCIENCE,STH-TN-1718,6/28/2025
AICITSS,CHENNAI - STH-TN-5139-PRAGYA TECHNOLOGIES,STH-TN-5139,6/28/2025
IBIS CA,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION,EST-JH-1177,6/28/2025
IBIS CA,CHANDIGARH - NR2-CH-1489-GSS INTERNATIONAL PUBLIC SCHOOL,NR2-CH-1489,6/28/2025
IBIS CA,JAMMU - NR2-JK-4488-DIGITAL COMPUTER EDUCATION,NR2-JK-4488,6/28/2025
IBIS CA,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL,NR2-RJ-1731,6/28/2025
IBIS CA,JODHPUR - NR2-RJ-4209-SHREE KIRTARAM SHIKSHAN SANTHAN,NR2-RJ-4209,6/28/2025
MUDRA AICITSS,DELHI - NR2-DL-4504-MR BHARTI ASSESSMENTS,NR2-DL-4504,6/28/2025
MUDRA AICITSS,GURGAON - NR2-HR-1650-THE TESTHIVE HUB,NR2-HR-1650,6/28/2025
MUDRA AICITSS,ERNAKULAM - STH-KL-5717-MES AIMAT MARAMPALLY,STH-KL-5717,6/28/2025
MUDRA AICITSS,CHENNAI - STH-TN-1718-S A COLLEGE OF ARTS AND SCIENCE,STH-TN-1718,6/28/2025
MUDRA AICITSS,CHENNAI - STH-TN-5139-PRAGYA TECHNOLOGIES,STH-TN-5139,6/28/2025
IBIS CA,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION,EST-JH-1177,6/29/2025
IBIS CA,HAMIRPUR - NR2-HP-4127-NEW GURUKUL INFOTECH,NR2-HP-4127,6/29/2025
IBIS CA,SIKAR - NR2-RJ-1635-JAN SHIKSHAN SANSTHAN,NR2-RJ-1635,6/29/2025
IBIS CA,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL,NR2-RJ-1731,6/29/2025
IBIS CA,JODHPUR - NR2-RJ-4209-SHREE KIRTARAM SHIKSHAN SANTHAN,NR2-RJ-4209,6/29/2025
IBIS CA,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION,EST-JH-1177,11/30/2025
IBIS CA,CHANDIGARH - NR2-CH-4695-AXIS NETWORKS,NR2-CH-4695,11/30/2025
IBIS CA,NEW DELHI - NR2-DL-1726-VINAYAK DIGITAL ZONE-1,NR2-DL-1726,11/30/2025
IBIS CA,NEW DELHI - NR2-DL-1726-VINAYAK DIGITAL ZONE-2,NR2-DL-1726,11/30/2025
IBIS CA,YAMUNANAGAR - NR2-HR-4620-LORD KRISHNA COLLEGE OF EDUCATION-AMBALA,NR2-HR-4620,11/30/2025
IBIS CA,SIKAR - NR2-RJ-1635-JAN SHIKSHAN SANSTHAN,NR2-RJ-1635,11/30/2025
IBIS CA,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL,NR2-RJ-1731,11/30/2025
IBIS CA,UDAIPUR - NR2-RJ-4583-SHRI BALAJI COLLEGE OF NURSING,NR2-RJ-4583,11/30/2025
IBIS CA,JODHPUR - NR2-RJ-4661-PRIME DREAM WEB SOLUTION,NR2-RJ-4661,11/30/2025
MUDRA,DELHI NEW DELHI - NR2-DL-4526-NSEIT LIMITED - NEW DELHI,NR2-DL-4526,12/1/2025
MUDRA,CHENNAI - STH-TN-5856-NSEIT LIMITED - CHENNAI,STH-TN-5856,12/1/2025
MUDRA,HYDERABAD - STH-TS-5719-NSEIT LIMITED - HYDERABAD - 1,STH-TS-5719,12/1/2025
MUDRA,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI,WST-MH-2684,12/1/2025
IBIS CA,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION,EST-JH-1177,12/7/2025
IBIS CA,SIKAR - NR2-RJ-1635-JAN SHIKSHAN SANSTHAN,NR2-RJ-1635,12/7/2025
IBIS CA,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL,NR2-RJ-1731,12/7/2025
IBIS CA,JODHPUR - NR2-RJ-4661-PRIME DREAM WEB SOLUTION,NR2-RJ-4661,12/7/2025
IBIS CA,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION,EST-JH-1177,12/13/2025
IBIS CA,BEGUSARAI - NR1-BR-3213-JAY ONLINE SERVICES,NR1-BR-3213,12/13/2025
IBIS CA,RAJOURI - NR2-JK-4353-AL REHBAR INSTITUTE OF IT AND MANAGEMENT,NR2-JK-4353,12/13/2025
IBIS CA,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL,NR2-RJ-1731,12/13/2025
IBIS CA,UDAIPUR - NR2-RJ-4583-SHRI BALAJI COLLEGE OF NURSING,NR2-RJ-4583,12/13/2025
IBIS CA,JODHPUR - NR2-RJ-4661-PRIME DREAM WEB SOLUTION,NR2-RJ-4661,12/13/2025
IBIS CA,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION,EST-JH-1177,12/14/2025
IBIS CA,BEGUSARAI - NR1-BR-3213-JAY ONLINE SERVICES,NR1-BR-3213,12/14/2025
IBIS CA,YAMUNANAGAR - NR2-HR-4620-LORD KRISHNA COLLEGE OF EDUCATION-AMBALA,NR2-HR-4620,12/14/2025
IBIS CA,RAJOURI - NR2-JK-4353-AL REHBAR INSTITUTE OF IT AND MANAGEMENT,NR2-JK-4353,12/14/2025
IBIS CA,AMRITSAR - NR2-PB-4473-KHALSA COLLEGE OF ENGINEERING AND TECHNOLOGY,NR2-PB-4473,12/14/2025
IBIS CA,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL,NR2-RJ-1731,12/14/2025
IBIS CA,UDAIPUR - NR2-RJ-4583-SHRI BALAJI COLLEGE OF NURSING,NR2-RJ-4583,12/14/2025
IBIS CA,JODHPUR - NR2-RJ-4661-PRIME DREAM WEB SOLUTION,NR2-RJ-4661,12/14/2025
IBIS CA,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION,EST-JH-1177,12/21/2025
IBIS CA,YAMUNANAGAR - NR2-HR-4620-LORD KRISHNA COLLEGE OF EDUCATION-AMBALA,NR2-HR-4620,12/21/2025
IBIS CA,AMRITSAR - NR2-PB-4473-KHALSA COLLEGE OF ENGINEERING AND TECHNOLOGY,NR2-PB-4473,12/21/2025
IBIS CA,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL,NR2-RJ-1731,12/21/2025
IBIS CA,JODHPUR - NR2-RJ-4661-PRIME DREAM WEB SOLUTION,NR2-RJ-4661,12/21/2025
IBIS BCBF DRA,PATNA - NR1-BR-3026-ROYAL SOLUTIONS ONLINE EXAMINATION CENTRE,NR1-BR-3026,1/3/2026
IBIS BCBF DRA,MUZAFFARPUR - NR1-BR-3237-CAREER DIGITAL ZONE PVT LTD,NR1-BR-3237,1/3/2026
