dms_code,venue_name,venue_address,pincode,region,state,city,status,google_ratings,google_review_count
NR1-UP-3426,"GOVERNMENT ITI, BADAUN [034]","GOVERNMENT ITI AONLA ROAD, SALARPUR,, 243601",243601,NORTH ONE,UTTAR PRADESH,BUDAUN,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3447,GAOVERNMENT INDUSTRAIL TRAINING INSTITUTE,"AONLA ROAD, SALARPUR, Budaun, UTTAR PRADESH, 243601",243601,NORTH ONE,UTTAR PRADESH,Budaun,Inactive,-,-
NR1-UP-3547,HORIZON ACADEMY OF COMPUTER SCIENCE,"HOLI CHOWK ,VIJAY NAGAR COLONY, 243601",243601,NORTH ONE,UTTAR PRADESH,Budaun,Inactive,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3406,MARATHWADA INSTITUTE OF TECHNOLOGY (MIT),"MARATHWADA INSTITUTE OF TECHNOLOGY , DHAMERA CHOLA,, 203131",203131,NORTH ONE,UTTAR PRADESH,BULANDSHAHR,Active,3.5,3
NR1-UP-3538,LEARNERS POINT,"125/13, BULANDSHAHR, UTTAR PRADESH, 203001",203001,NORTH ONE,UTTAR PRADESH,BULANDSHAHR,Active,4,4
NR1-UP-3606,"GOVERNMENT ITI, BULANDSHAHR [013]","GOVT. ITI, SAHKARI NAGAR, ANOOPSHAHR ROAD, BULANDSHAHR UTTAR PRADESH 203150",203150,NORTH ONE,UTTAR PRADESH,BULANDSHAHR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3663,GOVERNMENT ITI-BULANDSHAHR,"GOVT. ITI, SAHKARI NAGAR, ANOOPSHAHR ROAD, BULANDSHAHR, 203150",203150,NORTH ONE,UTTAR PRADESH,BULANDSHAHR,Active,-,-
NR1-UP-3664,"GOVERNMENT ITI, KASBA ANUPSHAHR, BULANDSHAHR [179]","ALIGARH ROAD NEAR JP UNIVERSITY, ANOOPSHAHR, BULANDSHAHR - UTTAR PRADESH 203390",203390,NORTH ONE,UTTAR PRADESH,BULANDSHAHR,Venue Removed,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3576,GOVERNMENT ITI REWASA CHANDAULI,"GOVT. ITI REWASA JANSO KI MANDI CHANDAULI, UTTAR PRADESH 232120",232120,NORTH ONE,UTTAR PRADESH,CHANDAULI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3427,CICST(CHITRAKOOT INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY)-CHITRAKOOT,"INFRONT ON NARAYAN TALKIES, NARAINI ROAD ATARRA ROAD, 210129",210129,NORTH ONE,UTTAR PRADESH,CHITRAKOOT,Inactive,-,-
NR1-UP-3665,"GOVERNMENT ITI, MANIKPUR, CHITRAKOOT [204]","SARHAT, MANIKPUR, CHITRAKOOT UTTAR PRADESH 210208",210208,NORTH ONE,UTTAR PRADESH,CHITRAKOOT - UTTAR PRADESH,Venue Removed,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3337,ANARI DEVI PVT ITI,"GAYATRI PURAM PIDRA ROAD,, 274001",274001,NORTH ONE,UTTAR PRADESH,DEORIA,Inactive,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3338,GOVERNMENT ITI LILAPUR BLOCK,"VILLAGE JUNGLE SAHJOULI, P.O. BAITALPUR, 274201",274201,NORTH ONE,UTTAR PRADESH,DEORIA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3407,"GOVERNMENT ITI, DEORIA [152]","SALEMPUR ROAD, DEORIA, UTTAR PRADESH, 274001",274001,NORTH ONE,UTTAR PRADESH,DEORIA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3508,KRISHNA TECHNICAL INSTITUTE,"DEORIA, UTTAR PRADESH, 274001",274001,NORTH ONE,UTTAR PRADESH,DEORIA,Inactive,3.5,50
NR1-UP-3582,LAKSHYA COMPUTER CLASSES,"SHAKTI COLONY, NEAR PNB BANK,BARHAJ, UTTAR PRADESH 274601",274601,NORTH ONE,UTTAR PRADESH,DEORIA,Inactive,4.2,100
NR1-UP-3666,"GOVERNMENT ITI, SALEMPUR, DEORIA [156]","BARSIPAR PYASI ROAD SALEMPUR, DEORIA UTTAR PRADESH 274509",274509,NORTH ONE,UTTAR PRADESH,DEORIA,Venue Removed,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3287,INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY(ICST),"BHARTIO ITI CAMPUS, ETAH, UTTAR PRADESH, 207001",207001,NORTH ONE,UTTAR PRADESH,ETAH,Inactive,4.8,77
NR1-UP-3434,GOVERNMENT ITI ETAH,"KASGANJ ROAD, Etah, UTTAR PRADESH, 207001",207001,NORTH ONE,UTTAR PRADESH,Etah,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3339,A & A COMPUTRONICS,"BLOCK A IST FLOOR COMMERCIAL COMPLEX, 206001",206001,NORTH ONE,UTTAR PRADESH,ETAWAH,Inactive,3.6,248
NR1-UP-3340,GOVERNMENT ITI ETAWAH,"SAIFAI ROAD, ETAWAH, UTTAR PRADESH, 206001",206001,NORTH ONE,UTTAR PRADESH,ETAWAH,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3259,INSTITUTE FOR ADVANCED COMPUTER TECHNOLOGY-IFACT,21/3/44/3 B/H - AYODHYA,224123,NORTH ONE,UTTAR PRADESH,FAIZABAD,Active,3.7,430
NR1-UP-3341,GOVERNMENT ITI FAIZABAD,"BENIGANJ, AYODHYA, FAIZABAD, UTTAR PRADESH, 224001",224001,NORTH ONE,UTTAR PRADESH,FAIZABAD,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3392,SRS DIGITAL INSTITUTE,"MIG-35 KAUSHALPURI COLONY PHASE-2, 224123",224123,NORTH ONE,UTTAR PRADESH,FAIZABAD,Active,3.8,3
NR1-UP-3519,M K GRAMODYOG VIKAS EVAM PRASHIKCHAN SAMITI,"7/2/145A, GAYATRI PURAM, WAZEER GANJ, JAPTI ,CITY FAIZABAD,",224001,NORTH ONE,UTTAR PRADESH,Faizabad,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3342,GOVERNMENT ITI FARRUKHABAD,"THANDI SADAK, FARRUKHABAD, UTTAR PRADESH, 209625",209625,NORTH ONE,UTTAR PRADESH,FARRUKHABAD,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3435,NATIONAL INSTITUTE OF SOFTWARE & INFORMATION TECHNOLOGY(NISIT),"LOCO ROAD MASENI, INFRONT OF VIKAS MARRIAGE LAWN, MASENI CHAURAHA,, 209601",209601,NORTH ONE,UTTAR PRADESH,FARRUKHABAD,Inactive,3.7,57
NR1-UP-3667,"GOVERNMENT ITI, FARRUKHABAD [076]",GOVT. ITI THANDI SARAK FARRUKHABAD UTTAR PRADESH 209625,209625,NORTH ONE,UTTAR PRADESH,FARRUKHABAD,Venue Removed,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3320,GOVT ITI FATEHPUR,"ITI CODE :-GU09001565, GITI ROAD",212601,NORTH ONE,UTTAR PRADESH,FATEHPUR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3343,SAGAR ITI,"N.H. - 2, AGRA ROAD, MOHAMMADABAD, TRUNDLA, 283204",283204,NORTH ONE,UTTAR PRADESH,FIROZABAD,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3408,GOVERNMENT ITI FIROZABAD,"STATION ROAD SWAMINAGAR SHIKOHABAD, 283142",283142,NORTH ONE,UTTAR PRADESH,FIROZABAD,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3571,RAM SINGH DEGREE COLLAGE,NAGLA SIKANDER TUNDLA ETAH ROAD FIROZABAD UTTAR PRADESH 283204,283204,NORTH ONE,UTTAR PRADESH,FIROZABAD,Active,4.1,177
NR1-UP-3436,SIDDHII INFOTECH,"GAUTAM BUDDHA NAGAR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Inactive,3.8,442
NR1-UP-3479,"GOVERNMENT ITI, NOIDA, GAUTAM BUDDH NAGAR","E-01 SECTOR 31 NITHARI NOIDA, 201301",201301,NORTH ONE,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Inactive,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3483,"GOVERNMENT ITI, NOIDA, GAUTAM BUDDH NAGAR [025]","E-01 SECTOR 31 NITHARI NOIDA GB NAGAR, 201301",201301,NORTH ONE,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Inactive,-,-
NR1-UP-3727,BALAJI DIGITAL ZONE,"BALAJI DIGITAL ZONE AT BODHI TARU INTERNATIONAL SCHOOL PLOT NO. 28,GATE NO-3, NEXT TO KAILASH HOSPITAL, KNOWLEDGE PARK-I, PHASE-1, GREATER NOIDA 201308",201309,NORTH ONE,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Inactive,3.9,3
NR1-UP-3105,ASPIRING WINGS INFOTECH,"A-2, RAMA KRISHNA VIHAR, G.T ROAD SAHIBABAD, IN FRONT OF PILLAR NO. 217,, 201005",201005,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,3.5,3
NR1-UP-3106,BABU BANARASI DAS INSTITUTE OF TECHNOLOGY,"DELHI- MEERUT ROAD, NEAR DUHAI, ADJACENT TO BRIZZLING LAND, WATER PARK, GHAZIABAD, 201206",201206,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,3.3,1771
NR1-UP-3107,BHAGWATI INSTITUTE OF TECHNOLOGY AND SCIENCE,"MASURI CANAL, GHAZIABAD, UTTAR PRADESH, 201302",201302,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,3.7,565
NR1-UP-3442,ADHUNIK ENGINEERING COLLEGE,"Ghaziabad, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,Ghaziabad,Inactive,3.1,142
NR1-UP-3502,INSPIRATION ONLINE TEST CENTRE,"8A, ANAND INDUSTRIAL AREA RD, ANAND INDUSTRIAL ESTATE, MOHAN NAGAR, GHAZIABAD, UTTAR PRADESH 201007",201007,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,3.5,135
NR1-UP-3514,INSTITUTE OF MANAGEMENT & RESEARCH,"NH. 58, GHAZIABAD, UTTAR PRADESH, 201206",201206,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,4.8,77
NR1-UP-3518,BHAGWATI INSTITUTE OF TECHNOLOGY AND SCIENCE CENTER -2,"NH 09 , MASURI CANAL,, 201302",201302,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,2.8,11
NR1-UP-3546,BRIGHT INFOTECH SERVICES,"DURGA INDUSTRIAL PARK , PLOT NO. F-16, RAJENDRA NAGAR METRO STATION (EXIT GATE -02), SAHIBABAD , GHAZIABAD -201005",201005,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,4.4,4
NR1-UP-3584,VAS INDIA COMMUNICATION PVT LTD,"PIONEER COMPLEX, 12/14, PLOT ALPHA, SAHIBABAD INDUSTRIAL AREA SITE 4, SAHIBABAD, GHAZIABAD, UTTAR PRADESH-201005",201005,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,4.2,192
NR1-UP-3588,DIAMOND PUBLIC SCHOOL,"VILL. TEELA SHAHBAJ PUR PO LONI,NEAR CNG PUMP, GHAZIABAD,UTTAR PRADESH - 201002",201002,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,-,-
NR1-UP-3607,GOVERNMENT ITI GHAZIABAD,"13TH KM MILESTONE, DELHI-MEERUT ROAD MURADNAGAR GHAZIABAD, UTTAR PRADESH 201206",201206,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3622,DIAMOND PUBLIC SCHOOL,"TILA SHAHBAZPUR, LONI, GHAZIABAD, UTTAR PRADESH 201102",201102,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,-,-
NR1-UP-3720,IDEAL INSTITUTE OF TECHNOLOGY,"IDEAL KNOWLEDGE PARK, NEAR GAUR HOMES, GIVINDPURAM, GHAZIABAD, UTTAR PRADESH, 201013",201013,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,3.9,367
NR1-UP-3721,WISDOM INTERNATIONAL SCHOOL,"VILLAGE BHIKANPUR, NEAR DUHAI DEPOT METRO STATION,. GHAZIABAD, UTTAR PRADESH, 201206",201206,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,4.2,84
NR1-UP-3771,CHANAKYA DIGITAL ZONE,"V84, IDEAL KNOWLEDGE PARK, NEAR GOVINDPURAM, RASULPUR SIKRODA, GHAZIABAD, UTTAR PRADESH 201003, INDIA",201013,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,5,5
NR1-UP-3783,NIDHI ONLINE INFRA EXAM CENTER,"2ND FLOOR BUILDING NO-09, ADHYATMIK NAGAR GHAZIABAD, NEAR NIDHI ITI & IMS ENGINEERING COLLEGE, DASNA, GHAZIABAD, UTTAR PRADESH -201015",201015,NORTH ONE,UTTAR PRADESH,GHAZIABAD,Inactive,-,-
NR1-UP-3108,SANT SAI SIKSHAN SANSTHAN(T),"SANT SAI SHIKSHAN SANSTHAN INTER COLLEGE, SHIVRAJNAGAR COLONY NEAR MOTIJHEEL, MAHAMOORGANJ VARANASI-221010",221010,NORTH ONE,UTTAR PRADESH,GHAZIPUR,Inactive,3.9,62
NR1-UP-3260,INSTITUTE OF COMPUTER EDUCATION,"BEHIND BSP OFFICE NEAR GOU MEDICAL COLLEGE, 233001",233001,NORTH ONE,UTTAR PRADESH,GHAZIPUR,Active,4.8,4
NR1-UP-3261,DATA WORLD COMPUTER SERVICES,"SHUBH BHAWAN MALGUDAWN ROAD, 233001",233001,NORTH ONE,UTTAR PRADESH,GHAZIPUR,Active,3.8,3
NR1-UP-3262,TECHNICAL EDUCATION AND RESEARCH INSTITUTE-P G COLLEGE,"P.G COLLEGE, GHAZIPUR, UTTAR PRADESH, 233001",233001,NORTH ONE,UTTAR PRADESH,GHAZIPUR,Active,4.6,29
NR1-UP-3409,"GOVERNMENT ITI, GHAZIPUR [128]","CHHAWANI LINE,TULSIPUR, 233001",233001,NORTH ONE,UTTAR PRADESH,GHAZIPUR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3517,INSTITUTE OF COPMPUTER EDUCATION (ICE -BLOCK 02),"PRAKASH NAGAR, VIKAS BHAWAN ROAD, 233001",233001,NORTH ONE,UTTAR PRADESH,Ghazipur,Active,4.8,4
NR1-UP-3669,"GOVERNMENT ITI, SAIDPUR, GHAZIPUR [158]","VILLAGE GORKHA THANA KHANPUR, POST RAMPUR, GHAZIPUR UTTAR PRADESH 233223",233223,NORTH ONE,UTTAR PRADESH,GHAZIPUR,Venue Removed,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3740,SATYDEV INSTITUTE OF TECHNOLOGY,"N.H. 31, GHAZIPUR-BALLIA RASHTRIYA RAJMARG, NEAR BY, BORSIYA, FADENPUR, GHAZIPUR, UTTAR PRADESH 233001",233001,NORTH ONE,UTTAR PRADESH,GHAZIPUR,Active,3.7,323
NR1-UP-3776,DEVANSH COMPUTER INSTITUTE,NEAR RAHI PARAYATAK PRAKASH NAGAR SARAIYA GHAZIPUR UTTAR PRADESH -233002,233002,NORTH ONE,UTTAR PRADESH,GHAZIPUR,Active,4.5,8
NR1-UP-3785,AKASH INSTITUE,"GHAZIPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GHAZIPUR,Venue Removed,4.1,81
NR1-UP-3393,THE INSTITUTE OF COMPUTER STUDIES (ICS),"INFRONT OF TELEPHONE COLONY, NEAR GOVT. I.T.I.,, 271001",271001,NORTH ONE,UTTAR PRADESH,GONDA,Inactive,5,19
NR1-UP-3433,N D COMPUTER CENTRE,"CP - 107, CIRCULAR ROAD,",271002,NORTH ONE,UTTAR PRADESH,Gonda,Inactive,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3475,OKEANOS INFOTECH PVT LTD,"97, SAMARPANA CIVIL LINES, 271003",271003,NORTH ONE,UTTAR PRADESH,Gonda,Active,-,-
NR1-UP-3491,GOVT ITI GONDA,"GOVT ITI GONDA CIVIL LINE, GONDA, UTTAR PRADESH PIN CODE -271001",271001,NORTH ONE,UTTAR PRADESH,Gonda,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3564,MANAS INSTITUTE OF INFORMATION TECHNOLOGY,"S.D SINGH COMPUTER, GONDA, UTTAR PRADESH, 271001",271001,NORTH ONE,UTTAR PRADESH,Gonda,Active,5,2
NR1-UP-3585,MEENA SHAH INSTITUTE OF TECHNOLOGY AND MANAGMENT,"MEENA SHAH EDUCATIONAL CAMPUS, MEENA NAGAR, KARBALA ROAD, GONDA 271002, UTTAR PRADESH",271002,NORTH ONE,UTTAR PRADESH,GONDA,Active,4.2,4
NR1-UP-3775,GCS INFOTECH & LIBRARY,"IN FRONT OF TELEPHONE COLONY, NEAR GOV ITI CHAURAHA,JHANJHARI ROAD, GONDA UTTAR PRADESH 271001",271002,NORTH ONE,UTTAR PRADESH,GONDA,Active,-,-
NR1-UP-1661,MAHARANA PRATAP ITI,"URWARAK NAGAR, FCI ROAD ,BARGADWA, GORAKHPUR, UTTAR PRADESH PIN CODE -273007",273007,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Active,3,4
NR1-UP-1675,APSARA ONLINE CENTER,"BRD MEDICAL COLLAGE, IN FROUNT OF MEDICAL COLLAGE, EIDGHA ROAD, GORAKHPUR - 273013",273013,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Active,3.9,145
NR1-UP-3109,VEER ABDUL HAMEED ONLINE CENTER,"GORAKHPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.3,173
NR1-UP-3110,STUDENT COMPUTER ONLINE SOLUTIONS,"GORAKHPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.6,118
NR1-UP-3111,OM ONLINE EXAM CENTRE,"GORAKHPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.5,179
NR1-UP-3112,CAVALIER ANIMATION AND TECHNOLOGY,"NAKAHA NO. 02 NEAR BARGADWA CROSSING, 273007",273007,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Active,4.2,4
NR1-UP-3113,MODENTO VENTURE PRIVATE LIMITED,"GORAKHPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.5,474
NR1-UP-3114,SHRISTI ONLINE,"SPORTS COLLEGE ROAD, H. NO. 231,, 273003",273003,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Active,5,1
NR1-UP-3115,SAI KRIPA ONLINE CENTRE,"PIPRAICH ROAD JUNGLE SHUBHAN ALI, 273152",273152,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.8,121
NR1-UP-3116,GOLDEN FUTURE POINT,"SANGAM CHOWK PADRI BAZAAR, 273014",273014,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.6,93
NR1-UP-3117,THE NOBEL ONLINE EXAMINATION CENTER,"GORAKHPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,4.3,318
NR1-UP-3118,SHIV ONLINE CENTER,"GORAKHPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.5,112
NR1-UP-3119,NEW SURYODAY ONLINE EXAMINATION CENTER,"GORAKHPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.7,84
NR1-UP-3120,VIMAL MAHILA MAHAVIDYALAYA,"VIMAL MAHILA MAHAVIDHYALYA ONLINE MANAS VIHAR PADRI BAZAR, 273014",273014,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.5,617
NR1-UP-3121,SHREE SIDDHI VINAYAK ONLINE,"GORAKHPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.4,156
NR1-UP-3122,BUDDHA INSTITUTE OF TECHNOLOGY,"CL-1, GIDA, GORAKHPUR, UTTAR PRADESH, 273209",273209,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.9,1698
NR1-UP-3123,SURYODAY ONLINE,"JUNGLE SHUBHAN ALI PIPRAICH ROAD, 273152",273152,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,-,-
NR1-UP-3124,PARVATI ONLINE,"HAJI MANZIL, MILENIUM CITY,RAPTI NAGAR PHASE-IV,CHARGAWA,GORAKGPUR,UTTAR PRADESH 273013",273013,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.6,92
NR1-UP-3125,I-TECH INSTITUTE OF TECHNOLOGY,"GORAKHPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.9,98
NR1-UP-3126,KESHAV TECHNO CAMPUS,"KUSUMHI BAZAR, KASIA ROAD, NEAR DURGA PUBLIC SCHOOL,, 273004",273004,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.4,252
NR1-UP-3127,AYUSH ONLINE CENTRE,"GORAKHPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.4,65
NR1-UP-3128,PAVITRA DIGITAL ONLINE CENTER,"GORAKHPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,4,365
NR1-UP-3129,V S ONLINE CENTER,"MAHUWATAR CHAURAHA, SONAULI ROAD,MANIRAM,, 273007",273007,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,2.7,68
NR1-UP-3130,VAISHNAVI DIGITAL ZONE,"B.L. PLAZA H.NO. - 0244E, ALUMINIUM FACTORY ROAD BASHARATPUR WEST,",273004,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Active,4,4
NR1-UP-3131,WEB INFOTECH,"JUNGLE SIKRI BYPASS NEAR ESSAR PETROL PUMP DEORIA ROAD KHORABAR GORAKHUR,UTTAR PRADESH -273010",273010,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.8,337
NR1-UP-3438,IIJT ACADEMY,"GORAKHPUR, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,4.6,132
NR1-UP-3466,AOC ONLINE EXAMINATION CENTER,"Gorakhpur, UTTAR PRADESH",Pincode Missing,NORTH ONE,UTTAR PRADESH,Gorakhpur,Inactive,3.9,35
NR1-UP-3515,RASHTRIYA ONLINE CENTER,"CAMPUS OF RASHTRIYA KANYA INTER COLLEGE , BAULIYA COLONY ,, 273012",273012,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Inactive,3.3,3
NR1-UP-3520,NKA DIGITAL CENTRE,"10, PARK ROAD, Gorakhpur, UTTAR PRADESH, 273009",273009,NORTH ONE,UTTAR PRADESH,Gorakhpur,Inactive,4.1,4
NR1-UP-3531,BHAGAT SINGH ONLINE EXAMINATION CENTER,"JANGAL AHMAD ALI SAH, URF TURRA BAZAR PIPRAICH ROAD, 273013",273013,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Active,3.4,3
NR1-UP-3608,GOVERNMENT ITI GORAKHPUR,"MEDICAL COLLEGE ROAD, NEAR KHAJANCHI CHOWK, GORAKHPUR, UTTAR PRADESH-273012",273012,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3670,"GOVERNMENT ITI, CHORI-CHORA, GORAKHPUR [436]","GOVT ITI CHAURI CHAURA, GORAKHPUR- UTTAR PRADESH 273201",273201,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Venue Removed,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3671,"GOVERNMENT ITI, WORLD BANK MAHILA, GORAKHPUR [157]",RAILWAY COLONY GORAKHPUR UTTAR PRADESH 273012,273012,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Venue Removed,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3672,"GOVERNMENT ITI, RAILWAY COLONY, GORAKHPUR [144]",RAILWAY COLONY GORAKHPUR UTTAR PRADESH 273012,273012,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Venue Removed,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3673,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-CHARGAWAN-GORAKHPUR,"MEDICAL COLLEGE ROAD, NEAR KHAJANCHI CHOWK, GORAKHPUR- UTTAR PRADESH 273013",273013,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Venue Removed,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3719,GORAKHPUR DIGITAL ZONE,"INFRONT OF KRISHNA PUBLIC SCHOOL, RAMPRIT CHAURAHA , GORAKHPUR UP -273004",273004,NORTH ONE,UTTAR PRADESH,GORAKHPUR,Active,3.9,3
NR1-UP-3503,GNIOT GROUP OF INSTITUTION,"PLOT NO. 7, GREATER NOIDA,, 201310",201310,NORTH ONE,UTTAR PRADESH,GREATER NOIDA,Inactive,3.9,2035
NR1-UP-3410,"GOVERNMENT ITI, HAMIRPUR","CHIBAULI ROAD, HAMIRPUR, UTTAR PRADESH, 210432",210432,NORTH ONE,UTTAR PRADESH,HAMIRPUR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3448,"KAUSHAL PVT ITI, HAMIRPUR","KAUSHAL PVT ITI LODHIPUR, HAMIRPUR, 210301",210301,NORTH ONE,UTTAR PRADESH,Hamirpur,Inactive,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3539,GOVT ITI RATH-HAMIRPUR-308,"RATH, HAMIRPUR , UTTAR PRADESH 210431",210431,NORTH ONE,UTTAR PRADESH,HAMIRPUR,Active,-,-
NR1-UP-3312,GOVT ITI HAPUR,"ITI CODE (DGP) GR09900631VILLAGE- BARODA HINDUWAN, POST- KASTALA KASMABAD ,",245304,NORTH ONE,UTTAR PRADESH,HAPUR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
NR1-UP-3477,INDIRA GANDHI MEMORIAL ITI,"DELHI ROAD, Hapur, UTTAR PRADESH, 245101",245101,NORTH ONE,UTTAR PRADESH,Hapur,Inactive,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
