sr,exam_date,exam_name,dms_code,updated_venue_name
426,6/14/2025,IBIS CA,NR2-JK-4488,JAMMU - NR2-JK-4488-DIGITAL COMPUTER EDUCATION
427,6/14/2025,IBIS CA,WST-GJ-2541,AHMEDABAD - WST-GJ-2541-KAAVYARATNA INFO SERVICES_1
428,6/14/2025,IBIS CA,WST-GJ-2541,AHMEDABAD - WST-GJ-2541-KAAVYARATNA INFO SERVICES-1
429,6/14/2025,IBIS JA,NR2-PB-4473,AMRITSAR - NR2-PB-4473-KHALSA COLLEGE OF ENGINEERING AND TECHNOLOGY
430,6/14/2025,IBIS JA,NR2-RJ-4634,JODHPUR - NR2-RJ-4634-MARWAR INSTITUTE
431,6/14/2025,MUDRA,EST-WB-1430,KOLKATA - EST-WB-1430-NXTERA SERVICES PRIVATE LIMITED
432,6/14/2025,MUDRA,NR2-PB-4502,JALANDHAR - NR2-PB-4502-DAV INSTITUTE OF ENGINEERING AND TECHNOLOGY
433,6/14/2025,MUDRA,STH-AP-5696,KAKINADA - STH-AP-5696-SOFT TECHNOLOGIES
434,6/14/2025,MUDRA,STH-TS-5727,HYDERABAD - STH-TS-5727-THE INSTITUTION OF ELECTRONICS AND TELECOMMUNICATION ENGINEERS-IETE
435,6/14/2025,MUDRA,WST-MH-2235,PUNE - WST-MH-2235-VISHWAKARMA COLLEGE OF ARTS COMMERCE AND SCIENCE-VIIT
436,6/15/2025,BHARAT,NR1-BR-3237,MUZAFFARPUR - NR1-BR-3237-CAREER DIGITAL ZONE PVT LTD
437,6/15/2025,BHARAT,NR1-BR-3447,PATNA - NR1-BR-3447-TUNISH INFOTECH PVT LTD
438,6/15/2025,BHARAT,NR2-DL-4484,DELHI - NR2-DL-4484-SANGWAN ACADEMY_1
439,6/15/2025,BHARAT,NR2-DL-4484,DELHI - NR2-DL-4484-SANGWAN ACADEMY - 1
440,6/15/2025,BHARAT,NR2-PB-4505,CHANDIGARH - NR2-PB-4505-DELHI WORLD PUBLIC SCHOOL
441,6/15/2025,BHARAT,NR2-RJ-4575,JAIPUR - NR2-RJ-4575-JNM COLLEGE
442,6/15/2025,IBIS JA,NR2-JK-4353,RAJOURI - NR2-JK-4353-AL REHBAR INSTITUTE OF IT AND MANAGEMENT
443,6/15/2025,IBIS JA,NR2-JK-4699,JAMMU - NR2-JK-4699-FASTECH DIGITAL COMPUTER
444,6/15/2025,IBIS JA,NR2-RJ-4634,JODHPUR - NR2-RJ-4634-MARWAR INSTITUTE
445,6/15/2025,SHIKHAR CITS ENTRANCE,EST-WB-1144,KOLKATA - EST-WB-1144-PARC SUDHIR MEMORIAL INSTITUTE
446,6/15/2025,SHIKHAR CITS ENTRANCE,NR1-UP-1657,ALLAHABAD - NR1-UP-1657-STAR EXAM ZONE
447,6/15/2025,SHIKHAR CITS ENTRANCE,NR1-UP-3137,KANPUR - NR1-UP-3137-RCRD KANYA MAHAVIDYALAYA_2
448,6/15/2025,SHIKHAR CITS ENTRANCE,NR1-UP-3137,KANPUR - NR1-UP-3137-RCRD KANYA MAHAVIDYALAYA-2
449,6/15/2025,SHIKHAR CITS ENTRANCE,NR2-DL-4037,DELHI - NR2-DL-4037-KANGTO ASSESSMENT CENTRE
450,6/15/2025,SHIKHAR CITS ENTRANCE,NR2-RJ-4494,JAIPUR - NR2-RJ-4494-MAHATMA GANDHI COLLEGE OF PHARMACEUTICAL SCIENCES
451,6/21/2025,IBIS BCBF DRA,NR2-PB-4473,AMRITSAR - NR2-PB-4473-KHALSA COLLEGE OF ENGINEERING AND TECHNOLOGY
452,6/21/2025,IBIS BCBF DRA,NR2-PB-4502,JALANDHAR - NR2-PB-4502-DAV INSTITUTE OF ENGINEERING AND TECHNOLOGY
453,6/21/2025,IBIS BCBF DRA,NR2-RJ-4209,JODHPUR - NR2-RJ-4209-SHREE KIRTARAM SHIKSHAN SHANSTHAN
454,6/21/2025,IBIS BCBF DRA,STH-KL-5895,KOLLAM - STH-KL-5895-BISHOP JEROME INSTITUTE KOLLAM
455,6/21/2025,IBIS BCBF DRA,STH-TN-5139,CHENNAI - STH-TN-5139-PRAGYA TECHNOLOGIES
456,6/22/2025,BHARAT,EST-JH-1760,RANCHI - EST-JH-1760-SKYNEXT ONLINE SOLUTION
457,6/22/2025,BHARAT,NR1-BR-3237,MUZAFFARPUR - NR1-BR-3237-CAREER DIGITAL ZONE PVT LTD
458,6/22/2025,BHARAT,NR1-BR-3747,PATNA - NR1-BR-3747-RKR SOLUTIONS ONLINE EXAMINATION CENTRE
459,6/22/2025,BHARAT,NR2-DL-4047,DELHI - NR2-DL-4047-RAPID ONLINE SOLUTIONS_1
460,6/22/2025,BHARAT,NR2-DL-4047,DELHI - NR2-DL-4047-RAPID ONLINE SOLUTIONS - 1
461,6/22/2025,BHARAT,NR2-RJ-4561,JAIPUR - NR2-RJ-4561-NSEIT LIMITED - JAIPUR
462,6/22/2025,IBIS CA,EST-JH-1177,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION
463,6/22/2025,IBIS CA,NR2-CH-1489,CHANDIGARH - NR2-CH-1489-GSS INTERNATIONAL PUBLIC SCHOOL
464,6/22/2025,IBIS CA,NR2-HP-4127,HAMIRPUR - NR2-HP-4127-NEW GURUKUL INFOTECH
465,6/22/2025,IBIS CA,NR2-JK-4488,JAMMU - NR2-JK-4488-DIGITAL COMPUTER EDUCATION
466,6/22/2025,IBIS CA,NR2-PB-4523,BHATINDA - NR2-PB-4523-SSD GIRLS COLLEGE
467,6/27/2025,SHIKHAR ATS,EST-JH-1516,JAMSHEDPUR - EST-JH-1516-NOBEL SPHERE TECHNOLOGIES_1
468,6/27/2025,SHIKHAR ATS,EST-JH-1516,JAMSHEDPUR - EST-JH-1516-NOBEL SPHERE TECHNOLOGIES_2
469,6/27/2025,SHIKHAR ATS,EST-JH-1516,JAMSHEDPUR - EST-JH-1516-NOBEL SPHERE TECHNOLOGIES-1
470,6/27/2025,SHIKHAR ATS,EST-JH-1516,JAMSHEDPUR - EST-JH-1516-NOBEL SPHERE TECHNOLOGIES-2
471,6/27/2025,SHIKHAR ATS,EST-OR-1111,CUTTACK - EST-OR-1111-KTI FUTURE SOLUTION
472,6/27/2025,SHIKHAR ATS,NR2-DL-4504,WEST DELHI - NR2-DL-4504-MR BHARTI ASSESSMENTS
473,6/27/2025,SHIKHAR ATS,WST-MH-2243,THANE - WST-MH-2243-MBC IT PARK THANE
474,6/28/2025,AICITSS,NR2-DL-4504,DELHI - NR2-DL-4504-MR BHARTI ASSESSMENTS
475,6/28/2025,AICITSS,NR2-HR-1650,GURGAON - NR2-HR-1650-THE TESTHIVE HUB
476,6/28/2025,AICITSS,STH-KL-5717,ERNAKULAM - STH-KL-5717-MES AIMAT MARAMPALLY
477,6/28/2025,AICITSS,STH-TN-1718,CHENNAI - STH-TN-1718-S A COLLEGE OF ARTS AND SCIENCE
478,6/28/2025,AICITSS,STH-TN-5139,CHENNAI - STH-TN-5139-PRAGYA TECHNOLOGIES
479,6/28/2025,IBIS CA,EST-JH-1177,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION
480,6/28/2025,IBIS CA,NR2-CH-1489,CHANDIGARH - NR2-CH-1489-GSS INTERNATIONAL PUBLIC SCHOOL
481,6/28/2025,IBIS CA,NR2-JK-4488,JAMMU - NR2-JK-4488-DIGITAL COMPUTER EDUCATION
482,6/28/2025,IBIS CA,NR2-RJ-1731,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL
483,6/28/2025,IBIS CA,NR2-RJ-4209,JODHPUR - NR2-RJ-4209-SHREE KIRTARAM SHIKSHAN SANTHAN
484,6/28/2025,MUDRA AICITSS,NR2-DL-4504,DELHI - NR2-DL-4504-MR BHARTI ASSESSMENTS
485,6/28/2025,MUDRA AICITSS,NR2-HR-1650,GURGAON - NR2-HR-1650-THE TESTHIVE HUB
486,6/28/2025,MUDRA AICITSS,STH-KL-5717,ERNAKULAM - STH-KL-5717-MES AIMAT MARAMPALLY
487,6/28/2025,MUDRA AICITSS,STH-TN-1718,CHENNAI - STH-TN-1718-S A COLLEGE OF ARTS AND SCIENCE
488,6/28/2025,MUDRA AICITSS,STH-TN-5139,CHENNAI - STH-TN-5139-PRAGYA TECHNOLOGIES
489,6/29/2025,IBIS CA,EST-JH-1177,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION
490,6/29/2025,IBIS CA,NR2-HP-4127,HAMIRPUR - NR2-HP-4127-NEW GURUKUL INFOTECH
491,6/29/2025,IBIS CA,NR2-RJ-1635,SIKAR - NR2-RJ-1635-JAN SHIKSHAN SANSTHAN
492,6/29/2025,IBIS CA,NR2-RJ-1731,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL
493,6/29/2025,IBIS CA,NR2-RJ-4209,JODHPUR - NR2-RJ-4209-SHREE KIRTARAM SHIKSHAN SANTHAN
494,11/30/2025,IBIS CA,EST-JH-1177,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION
495,11/30/2025,IBIS CA,NR2-CH-4695,CHANDIGARH - NR2-CH-4695-AXIS NETWORKS
496,11/30/2025,IBIS CA,NR2-DL-1726,NEW DELHI - NR2-DL-1726-VINAYAK DIGITAL ZONE-1
497,11/30/2025,IBIS CA,NR2-DL-1726,NEW DELHI - NR2-DL-1726-VINAYAK DIGITAL ZONE-2
498,11/30/2025,IBIS CA,NR2-HR-4620,YAMUNANAGAR - NR2-HR-4620-LORD KRISHNA COLLEGE OF EDUCATION-AMBALA
499,11/30/2025,IBIS CA,NR2-RJ-1635,SIKAR - NR2-RJ-1635-JAN SHIKSHAN SANSTHAN
500,11/30/2025,IBIS CA,NR2-RJ-1731,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL
501,11/30/2025,IBIS CA,NR2-RJ-4583,UDAIPUR - NR2-RJ-4583-SHRI BALAJI COLLEGE OF NURSING
502,11/30/2025,IBIS CA,NR2-RJ-4661,JODHPUR - NR2-RJ-4661-PRIME DREAM WEB SOLUTION
503,12/1/2025,MUDRA,NR2-DL-4526,DELHI NEW DELHI - NR2-DL-4526-NSEIT LIMITED - NEW DELHI
504,12/1/2025,MUDRA,STH-TN-5856,CHENNAI - STH-TN-5856-NSEIT LIMITED - CHENNAI
505,12/1/2025,MUDRA,STH-TS-5719,HYDERABAD - STH-TS-5719-NSEIT LIMITED - HYDERABAD - 1
506,12/1/2025,MUDRA,WST-MH-2684,MUMBAI - WST-MH-2684-NSEIT LIMITED - MUMBAI
507,12/7/2025,IBIS CA,EST-JH-1177,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION
508,12/7/2025,IBIS CA,NR2-RJ-1635,SIKAR - NR2-RJ-1635-JAN SHIKSHAN SANSTHAN
509,12/7/2025,IBIS CA,NR2-RJ-1731,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL
510,12/7/2025,IBIS CA,NR2-RJ-4661,JODHPUR - NR2-RJ-4661-PRIME DREAM WEB SOLUTION
511,12/13/2025,IBIS CA,EST-JH-1177,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION
512,12/13/2025,IBIS CA,NR1-BR-3213,BEGUSARAI - NR1-BR-3213-JAY ONLINE SERVICES
513,12/13/2025,IBIS CA,NR2-JK-4353,RAJOURI - NR2-JK-4353-AL REHBAR INSTITUTE OF IT AND MANAGEMENT
514,12/13/2025,IBIS CA,NR2-RJ-1731,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL
515,12/13/2025,IBIS CA,NR2-RJ-4583,UDAIPUR - NR2-RJ-4583-SHRI BALAJI COLLEGE OF NURSING
516,12/13/2025,IBIS CA,NR2-RJ-4661,JODHPUR - NR2-RJ-4661-PRIME DREAM WEB SOLUTION
517,12/14/2025,IBIS CA,EST-JH-1177,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION
518,12/14/2025,IBIS CA,NR1-BR-3213,BEGUSARAI - NR1-BR-3213-JAY ONLINE SERVICES
519,12/14/2025,IBIS CA,NR2-HR-4620,YAMUNANAGAR - NR2-HR-4620-LORD KRISHNA COLLEGE OF EDUCATION-AMBALA
520,12/14/2025,IBIS CA,NR2-JK-4353,RAJOURI - NR2-JK-4353-AL REHBAR INSTITUTE OF IT AND MANAGEMENT
521,12/14/2025,IBIS CA,NR2-PB-4473,AMRITSAR - NR2-PB-4473-KHALSA COLLEGE OF ENGINEERING AND TECHNOLOGY
522,12/14/2025,IBIS CA,NR2-RJ-1731,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL
523,12/14/2025,IBIS CA,NR2-RJ-4583,UDAIPUR - NR2-RJ-4583-SHRI BALAJI COLLEGE OF NURSING
524,12/14/2025,IBIS CA,NR2-RJ-4661,JODHPUR - NR2-RJ-4661-PRIME DREAM WEB SOLUTION
525,12/21/2025,IBIS CA,EST-JH-1177,DALTONGANJ - EST-JH-1177-APTECH COMPUTER EDUCATION
526,12/21/2025,IBIS CA,NR2-HR-4620,YAMUNANAGAR - NR2-HR-4620-LORD KRISHNA COLLEGE OF EDUCATION-AMBALA
527,12/21/2025,IBIS CA,NR2-PB-4473,AMRITSAR - NR2-PB-4473-KHALSA COLLEGE OF ENGINEERING AND TECHNOLOGY
528,12/21/2025,IBIS CA,NR2-RJ-1731,SAWAI MADHOPUR - NR2-RJ-1731-DEV IT SKILL
529,12/21/2025,IBIS CA,NR2-RJ-4661,JODHPUR - NR2-RJ-4661-PRIME DREAM WEB SOLUTION
530,1/3/2026,IBIS BCBF DRA,NR1-BR-3026,PATNA - NR1-BR-3026-ROYAL SOLUTIONS ONLINE EXAMINATION CENTRE
531,1/3/2026,IBIS BCBF DRA,NR1-BR-3237,MUZAFFARPUR - NR1-BR-3237-CAREER DIGITAL ZONE PVT LTD
532,1/3/2026,IBIS BCBF DRA,NR1-UP-3150,LUCKNOW - NR1-UP-3150-MANAVTA MODEL PUBLIC INTER COLLEGE
533,1/3/2026,IBIS BCBF DRA,NR2-DL-4510,NEW DELHI - NR2-DL-4510-SHIKSHA BHARATI COLLEGE DWARKA - NEW DELHI
534,1/3/2026,IBIS BCBF DRA,STH-TN-5139,CHENNAI - STH-TN-5139-PRAGYA TECHNOLOGIES
535,1/3/2026,IBIS BCBF DRA,STH-TS-5996,HYDERABAD - STH-TS-5996-RD TECHNOLOGIES AND SOLUTIONS
536,1/3/2026,IBIS BCBF DRA,WST-CG-2009,BILASPUR CHH - WST-CG-2009-PREEYEM INFOTECH - ABHIYAN ACADEMY
537,1/3/2026,IBIS BCBF DRA,WST-CG-2026,RAIPUR - WST-CG-2026-TECHSOLVE DESIGNING AND GRAFIX SOLUTION
538,1/3/2026,IBIS BCBF DRA,WST-MH-2235,PUNE - WST-MH-2235-VISHWAKARMA COLLEGE OF ARTS COMMERCE AND SCIENCE - VIIT
539,1/3/2026,IBIS BCBF DRA,WST-MH-2634,MUMBAI - WST-MH-2634-SHAILENDRA EDUCATION SOCIETY - SESCOM IT COLLEGE
540,1/4/2026,IBIS DIP,STH-KA-5817,BENGALURU - STH-KA-5817-DEXIT GLOBAL LIMITED - BANGALORE
541,1/8/2026,MUDRA AICITSS,EST-AS-1420,GUWAHATI - EST-AS-1420-DEXIT GLOBAL LIMITED - GUWAHATI
542,1/8/2026,MUDRA AICITSS,NR2-DL-4047,DELHI - NR2-DL-4047-RAPID ONLINE SOLUTIONS
543,1/8/2026,MUDRA AICITSS,STH-TN-6062,CHENNAI - STH-TN-6062-PRAGYA D2K TECHNOLOGIES
544,1/8/2026,MUDRA AICITSS,WST-MH-2199,AURANGABAD - WST-MH-2199-BYTEZS INFOTECH
545,1/8/2026,MUDRA AICITSS,WST-MH-2235,PUNE - WST-MH-2235-VISHWAKARMA COLLEGE OF ARTS COMMERCE AND SCIENCE - VIIT
546,1/11/2026,IBIS DIP,NR1-UP-3562,KANPUR - NR1-UP-3562-DEXIT GLOBAL LIMITED - KANPUR
547,1/11/2026,IBIS DIP,NR2-RJ-4565,JODHPUR - NR2-RJ-4565-DEXIT GLOBAL LIMITED - JODHPUR
548,1/11/2026,IBIS DIP,STH-AP-5758,TIRUPATI - STH-AP-5758-DEXIT GLOBAL LIMITED - TIRUPATHI
549,1/11/2026,IBIS DIP,STH-TN-1670,COIMBATORE - STH-TN-1670-DEXIT GLOBAL LIMITED - COIMBATORE
550,1/11/2026,IBIS DIP,STH-TN-5856,CHENNAI - STH-TN-5856-DEXIT GLOBAL LIMITED - CHENNAI
551,1/11/2026,IBIS DIP,STH-TS-5717,WARANGAL HASANPARTHY - STH-TS-5717-DEXIT GLOBAL LIMITED - WARANGAL
552,1/11/2026,IBIS DIP,WST-MH-2684,MUMBAI - WST-MH-2684-DEXIT GLOBAL LIMITED - MUMBAI-ANDHERI
553,1/11/2026,IBIS DIP,WST-MH-2685,PUNE - WST-MH-2685-DEXIT GLOBAL LIMITED - PUNE
554,1/11/2026,IBIS DIP,WST-MH-2688,AURANGABAD - WST-MH-2688-DEXIT GLOBAL LIMITED - AURANGABAD
555,1/11/2026,IBIS DIP,WST-MH-2690,NAVI MUMBAI - WST-MH-2690-DEXIT GLOBAL LIMITED - NAVI MUMBAI
556,1/11/2026,LAKSHYA,STH-TS-5760,HYDERABAD - STH-TS-5760-CMR TECHNICAL CAMPUS-2
557,1/11/2026,LAKSHYA,STH-TS-6068,HYDERABAD - STH-TS-6068-CMR ENGINEERING COLLEGE-2
558,1/18/2026,IBIS DIP,EST-JH-1393,DHANBAD - EST-JH-1393-DEXIT GLOBAL LIMITED - DHANBAD
559,1/18/2026,IBIS DIP,NR1-UP-3552,MEERUT - NR1-UP-3552-DEXIT GLOBAL LIMITED - MEERUT
560,1/18/2026,IBIS DIP,NR1-UP-3557,MORADABAD - NR1-UP-3557-DEXIT GLOBAL LIMITED - MORADABAD
561,1/18/2026,IBIS DIP,NR1-UP-3562,KANPUR - NR1-UP-3562-DEXIT GLOBAL LIMITED - KANPUR
562,1/18/2026,IBIS DIP,NR2-DL-4526,NEW DELHI - NR2-DL-4526-DEXIT GLOBAL LIMITED - NEW DELHI
563,1/18/2026,IBIS DIP,NR2-PB-4514,CHANDIGARH - NR2-PB-4514-DEXIT GLOBAL LIMITED - CHANDIGARH
564,1/18/2026,IBIS DIP,STH-AP-5751,VISAKHAPATNAM - STH-AP-5751-DEXIT GLOBAL LIMITED - VIZAG
565,1/18/2026,IBIS DIP,STH-AP-5752,RAJAHMUNDRY - STH-AP-5752-DEXIT GLOBAL LIMITED - RAJAHMUNDRY
566,1/18/2026,IBIS DIP,STH-AP-5760,KURNOOL - STH-AP-5760-DEXIT GLOBAL LIMITED - KURNOOL
567,1/18/2026,IBIS DIP,WST-MP-2596,GWALIOR - WST-MP-2596-DEXIT GLOBAL LIMITED - GWALIOR
568,1/21/2026,TANGO EX-SERVICEMEN'S WELFARE,STH-TN-5854,TIRUNELVELI - STH-TN-5854-EP INFOTECH
569,1/25/2026,CROWN,STH-KA-5036,BENGALURU - STH-KA-5036-REVEREND TECHNOLOGIES PVT LTD
570,1/25/2026,CROWN,STH-KA-5754,BENGALURU - STH-KA-5754-MILESTONE TECHNOLOGIES
571,1/25/2026,CROWN,STH-KA-5805,MANGALORE - STH-KA-5805-DEXIT GLOBAL LIMITED - MANGALORE
572,1/25/2026,CROWN,STH-KA-5902,MYSORE - STH-KA-5902-SAHAR SKILL DEVELOPMENT CENTRE
573,1/25/2026,CROWN,WST-MH-2684,MUMBAI - WST-MH-2684-DEXIT GLOBAL LIMITED - MUMBAI ANDHERI
574,1/25/2026,TANGO ASSISTANT SURGEON(GENERAL),STH-TN-1610,COIMBATORE - STH-TN-1610-DR. N.G.P ARTS AND SCIENCE COLLEGE - AUTONOMOUS - 1
575,1/25/2026,TANGO ASSISTANT SURGEON(GENERAL),STH-TN-1718,TIRUVALLUR - STH-TN-1718-S.A. COLLEGE OF ARTS AND SCIENCE
576,1/25/2026,TANGO ASSISTANT SURGEON(GENERAL),STH-TN-5142,TIRUVALLUR - STH-TN-5142-S.A ENGINEERING COLLEGE - 2
577,1/25/2026,TANGO ASSISTANT SURGEON(GENERAL),STH-TN-5154,COIMBATORE - STH-TN-5154-KARUNYA INSTITUTE OF TECHNOLOGY AND SCIENCES - 1
578,1/25/2026,TANGO ASSISTANT SURGEON(GENERAL),STH-TN-5238,SALEM - STH-TN-5238-SRI SESHAAS INTERNATIONAL SCHOOL
579,1/25/2026,TANGO ASSISTANT SURGEON(GENERAL),STH-TN-5281,TIRUNELVELI - STH-TN-5281-ANNA UNIVERSITY REGIONAL CAMPUS - TIRUNELVELI
580,1/25/2026,TANGO ASSISTANT SURGEON(GENERAL),STH-TN-5712,ERODE - STH-TN-5712-SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE
581,1/25/2026,TANGO ASSISTANT SURGEON(GENERAL),STH-TN-6062,CHENNAI - STH-TN-6062-PRAGYA D2K TECHNOLOGIES - 1
582,1/25/2026,TANGO ASSISTANT SURGEON(GENERAL),STH-TN-6069,COIMBATORE - STH-TN-6069-UNIQUE TECHNOLOGIES AND CONSULTANCY PVT LTD
583,1/25/2026,TANGO ASSISTANT SURGEON(GENERAL),STH-TN-6078,COIMBATORE - STH-TN-6078-KOVAI KALAIMAGAL COLLEGE OF ARTS AND SCIENCE
584,1/25/2026,TANGO HEAL-ASSQ,STH-TN-1718,TIRUVALLUR - STH-TN-1718-S.A. COLLEGE OF ARTS AND SCIENCE
585,1/25/2026,TANGO HEAL-ASSQ,STH-TN-5139,CHENNAI - STH-TN-5139-PRAGYA TECHNOLOGIES - 1
586,1/25/2026,TANGO HEAL-ASSQ,STH-TN-5139,CHENNAI - STH-TN-5139-PRAGYA TECHNOLOGIES - 2
587,1/25/2026,TANGO HEAL-ASSQ,STH-TN-6062,CHENNAI - STH-TN-6062-PRAGYA D2K TECHNOLOGIES - 1
588,1/25/2026,TANGO HEAL-ASSQ,STH-TN-6062,CHENNAI - STH-TN-6062-PRAGYA D2K TECHNOLOGIES - 2
589,1/31/2026,TANGO HEAL-SQE,STH-TN-6062,CHENNAI - STH-TN-6062-PRAGYA D2K TECHNOLOGIES
590,-,#N/A,NR2-PB-4692,-
591,2/7/2026,IBIS BCBF DRA,NR2-RJ-4505,JAIPUR - NR2-RJ-4505-RS MEMORIAL INSTITUTE OF TECHNOLOGY - B BLOCK
592,2/8/2026,MUDRA AICITSS,NR2-DL-4033,DELHI - NR2-DL-4033-GURU HARGOBIND INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY
593,2/15/2026,CROWN,STH-KA-5335,BENGALURU - STH-KA-5335-DATASCRIBE CONSULTANCY SERVICES
594,2/26/2026,SHIKHAR ATS,NR2-DL-4033,DELHI - NR2-DL-4033-GURU HARGOBIND INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY
595,2/15/2026,BHARAT,NR2-DL-4510,DELHI - NR2-DL-4510-SHIKSHA BHARATI COLLEGE - DWARKA - NEW DELHI
596,2/4/2026,Tango SPOTY,STH-TN-5139,CHENNAI - STH-TN-5139-PRAGYA TECHNOLOGIES
597,2/14/2026,SHIKHAR CITS,NR2-HR-4745,HISAR - NR2-HR-4745-SARASWATI COLLEGE OF EDUCATION AND SKILL CENTRE
598,2/7/2026,Mudra ISAAT,STH-AP-6057,VISAKHAPATNAM - STH-AP-6057-NARASIMHA INFOTECH
599,2/7/2026,IBIS BCBF DRA,WST-MH-2634,MUMBAI - WST-MH-2634-SHAILENDRA EDUCATION SOCIETY - SESCOM IT COLLEGE
600,2/8/2026,MUDRA AICITSS,NR1-UP-3787,KANPUR - NR1-UP-3787-ALLENHOUSE INSTITUTE OF TECHNOLOGY
601,2/15/2026,CROWN,STH-KA-5817,BENGALURU - STH-KA-5817-DEXIT GLOBAL LIMITED - BENGALURU
602,2/26/2026,SHIKHAR ATS,EST-OR-1100,CUTTACK - EST-OR-1100-SRI GURU ITI
603,2/15/2026,BHARAT,WST-MH-2710,PUNE - WST-MH-2710-BHARATI VIDYAPEETH DEEMED TO BE UNIVERSITY INST OF MGNT AND ENTREP DEV
604,2/14/2026,SHIKHAR CITS,NR2-PB-4367,FAZILKA - NR2-PB-4367-GOVERMENT INDUSTRIAL TRAINING INSTITUTE JALALABAD-TBX
605,2/7/2026,Mudra ISAAT,STH-TN-1610,COIMBATORE - STH-TN-1610-DR NGP ARTS AND SCIENCE COLLEGE-AUTONOMOUS
606,2/7/2026,IBIS BCBF DRA,NR2-DL-4033,NEW DELHI - NR2-DL-4033-GURU HARGOBIND INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY
607,2/8/2026,MUDRA AICITSS,STH-KL-5064,ERNAKULAM - STH-KL-5064-RAJAGIRI SCHOOL OF ENGINEERING AND TECHNOLOGY
608,2/15/2026,CROWN,STH-KA-5804,BELGAUM - STH-KA-5804-DEXIT GLOBAL LIMITED - BELGAUM
609,2/26/2026,SHIKHAR ATS,WST-MH-2734,NAGPUR - WST-MH-2734-SHRI SAI COLLEGE
610,2/15/2026,BHARAT,EST-JH-1046,JAMSHEDPUR - EST-JH-1046-NATIONAL INSTITUTE OF EXCELLENCE
611,2/14/2026,SHIKHAR CITS,NR2-PB-4763,BATHINDA - NR2-PB-4763-DIFFERENT CONVENT SCHOOL
612,2/7/2026,Mudra ISAAT,STH-KA-6016,BENGALURU - STH-KA-6016-FOUR TUNE TECH SOLUTIONS
613,2/7/2026,IBIS BCBF DRA,NR1-BR-3237,MUZAFFARPUR - NR1-BR-3237-CAREER DIGITAL ZONE PVT LTD
614,2/8/2026,MUDRA AICITSS,STH-TN-1718,CHENNAI - STH-TN-1718-S A COLLEGE OF ARTS AND SCIENCE
615,2/15/2026,CROWN,EST-OR-1466,BHUBANESWAR - EST-OR-1466-DEXIT GLOBAL LIMITED - BHUBANESHWAR
616,2/26/2026,SHIKHAR ATS,STH-TN-1731,CHENNAI - STH-TN-1731-UNILEAN TESTING CENTRE PVT LTD-UTC
617,2/15/2026,BHARAT,WST-CG-2545,BILASPUR - WST-CG-2545-DEXIT GLOBAL LIMITED - BILASPUR
618,2/14/2026,SHIKHAR CITS,NR2-RJ-4231,GANGANAGAR - NR2-RJ-4231-SURENDERA GROUP OF INSTITUTION
619,2/7/2026,Mudra ISAAT,NR2-RJ-4494,JAIPUR - NR2-RJ-4494-MAHATMA GANDHI COLLEGE OF PHARMACEUTICAL SCIENCES
620,2/7/2026,IBIS BCBF DRA,WST-CG-2009,BILASPUR CHH - WST-CG-2009-PREEYEM INFOTECH - ABHIYAN ACADEMY
621,2/8/2026,MUDRA AICITSS,STH-KA-5759,BENGALURU - STH-KA-5759-SRI VENKATESHWARA COLLEGE OF ENGINEERING - 1
622,2/15/2026,CROWN,WST-MH-2684,MUMBAI - WST-MH-2684-DEXIT GLOBAL LIMITED - MUMBAI ANDHERI
623,2/26/2026,SHIKHAR ATS,EST-JH-1045,JAMSHEDPUR - EST-JH-1045-INSTITUTE FOR EDUCATION
624,2/15/2026,BHARAT,WST-MH-2664,NAVI MUMBAI - WST-MH-2664-BHARATI VIDYAPEETH DEEMED TO BE UNIVERSITY DEPT OF ENGG AND TECH
625,2/14/2026,SHIKHAR CITS,NR2-RJ-4709,JODHPUR - NR2-RJ-4709-ADHYA INFOTECH
626,2/7/2026,Mudra ISAAT,NR1-UP-3150,LUCKNOW - NR1-UP-3150-MANAVTA MODEL PUBLIC INTER COLLEGE
627,2/7/2026,IBIS BCBF DRA,WST-CG-2026,RAIPUR - WST-CG-2026-TECHSOLVE DESIGNING AND GRAFIX SOLUTION
628,2/8/2026,MUDRA AICITSS,EST-WB-1782,KOLKATA - EST-WB-1782-TECHNOFIX ONLINE EXAMINATION CENTER
